Hotel Name,2015-11-11 - 1,2015-11-11 - 2,2015-11-11 - 3,2015-11-11 - 4,2015-10-14 - 1,2015-10-14 - 2,2015-10-14 - 3,2015-10-14 - 4,2015-11-04 - 1,2015-11-04 - 2,2015-11-04 - 3,2015-11-04 - 4,2015-08-19 - 1,2015-08-19 - 2,2015-08-19 - 3,2015-08-19 - 4,2015-10-28 - 1,2015-10-28 - 2,2015-10-28 - 3,2015-10-28 - 4,2015-10-21 - 1,2015-10-21 - 2,2015-10-21 - 3,2015-10-21 - 4,2015-11-06 - 1,2015-11-06 - 2,2015-11-06 - 3,2015-11-06 - 4,2015-08-12 - 1,2015-08-12 - 2,2015-08-12 - 3,2015-08-12 - 4,2015-11-05 - 1,2015-11-05 - 2,2015-11-05 - 3,2015-11-05 - 4,2015-10-22 - 1,2015-10-22 - 2,2015-10-22 - 3,2015-10-22 - 4,2015-11-12 - 1,2015-11-12 - 2,2015-11-12 - 3,2015-11-12 - 4,2015-10-29 - 1,2015-10-29 - 2,2015-10-29 - 3,2015-10-29 - 4,2015-09-10 - 1,2015-09-10 - 2,2015-09-10 - 3,2015-09-10 - 4,2015-09-09 - 1,2015-09-09 - 2,2015-09-09 - 3,2015-09-09 - 4,2015-11-18 - 1,2015-11-18 - 2,2015-11-18 - 3,2015-11-18 - 4,2015-08-26 - 1,2015-08-26 - 2,2015-08-26 - 3,2015-08-26 - 4,2015-11-10 - 1,2015-11-10 - 2,2015-11-10 - 3,2015-11-10 - 4,2015-11-13 - 1,2015-11-13 - 2,2015-11-13 - 3,2015-11-13 - 4,2015-10-15 - 1,2015-10-15 - 2,2015-10-15 - 3,2015-10-15 - 4,2015-11-21 - 1,2015-11-21 - 2,2015-11-21 - 3,2015-11-21 - 4,2015-09-30 - 1,2015-09-30 - 2,2015-09-30 - 3,2015-09-30 - 4,2015-10-30 - 1,2015-10-30 - 2,2015-10-30 - 3,2015-10-30 - 4,2015-09-16 - 1,2015-09-16 - 2,2015-09-16 - 3,2015-09-16 - 4,2015-09-17 - 1,2015-09-17 - 2,2015-09-17 - 3,2015-09-17 - 4,2015-11-28 - 1,2015-11-28 - 2,2015-11-28 - 3,2015-11-28 - 4,2015-10-01 - 1,2015-10-01 - 2,2015-10-01 - 3,2015-10-01 - 4,2015-11-26 - 1,2015-11-26 - 2,2015-11-26 - 3,2015-11-26 - 4,2015-09-11 - 1,2015-09-11 - 2,2015-09-11 - 3,2015-09-11 - 4,2015-09-18 - 1,2015-09-18 - 2,2015-09-18 - 3,2015-09-18 - 4,2015-10-16 - 1,2015-10-16 - 2,2015-10-16 - 3,2015-10-16 - 4,2015-11-27 - 1,2015-11-27 - 2,2015-11-27 - 3,2015-11-27 - 4,2015-10-02 - 1,2015-10-02 - 2,2015-10-02 - 3,2015-10-02 - 4,2015-10-07 - 1,2015-10-07 - 2,2015-10-07 - 3,2015-10-07 - 4,2015-11-07 - 1,2015-11-07 - 2,2015-11-07 - 3,2015-11-07 - 4,2015-08-28 - 1,2015-08-28 - 2,2015-08-28 - 3,2015-08-28 - 4,2015-08-27 - 1,2015-08-27 - 2,2015-08-27 - 3,2015-08-27 - 4,2015-10-27 - 1,2015-10-27 - 2,2015-10-27 - 3,2015-10-27 - 4,2015-11-03 - 1,2015-11-03 - 2,2015-11-03 - 3,2015-11-03 - 4,2015-08-13 - 1,2015-08-13 - 2,2015-08-13 - 3,2015-08-13 - 4,2015-11-25 - 1,2015-11-25 - 2,2015-11-25 - 3,2015-11-25 - 4
Hampton Inn New York - 35th Street - Empire State Building,-1,28,-1,16,-1,53,56,56,23,24,26,28,-1,-1,35,-1,57,61,61,74,67,69,62,65,34,32,24,22,-1,25,25,-1,39,33,25,17,-1,-1,-1,-1,25,26,6,18,-1,-1,-1,-1,-1,23,30,-1,43,-1,-1,41,12,9,24,29,-1,-1,-1,12,-1,34,-1,-1,24,23,23,11,52,56,-1,-1,-1,5,5,0,-1,67,64,-1,54,40,38,43,79,-1,100,-1,-1,-1,-1,-1,-1,43,34,36,-1,-1,-1,65,-1,15,11,20,-1,65,47,55,-1,57,59,-1,49,42,37,35,-1,18,9,11,-1,-1,-1,-1,93,91,95,82,-1,29,-1,-1,-1,14,-1,-1,-1,-1,8,-1,78,63,70,69,-1,35,37,-1,-1,26,26,22,22,-1,18,18
Hampton Inn New York - LaGuardia Airport,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,25,-1,-1
Hampton Inn New York Chelsea,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,50,60,-1,-1,-1,-1,56,53,-1,42,-1,72,70,60,-1,-1,39,35,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,64,-1,-1,-1,-1,-1,-1,-1,79,74,-1,72,1,1,1,0,-1,-1,-1,-1,75,76,43,44,-1,-1,-1,-1,100,90,83,79,-1,50,-1,-1,-1,-1,-1,67,-1,-1,-1,30,79,94,84,88,89,68,67,62,82,69,-1,-1,-1,-1,36,44,96,77,72,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,31,27,-1,-1,-1,-1
Hampton Inn Times Square North,-1,-1,-1,-1,-1,-1,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,53,-1,-1,21,21,-1,-1,15,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,54,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,2,-1,63,64,60,-1,-1,-1,-1,-1,-1,74,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,53,51,31,29,-1,-1,0,-1,-1,53,50,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,39,52,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,3,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hilton Garden Inn New York Central Park South-Midtown West,30,37,44,16,52,66,54,52,38,39,42,26,19,14,11,18,60,43,-1,78,58,61,65,59,-1,42,28,-1,11,25,15,24,49,51,48,33,-1,45,-1,50,-1,-1,-1,-1,54,-1,48,55,-1,48,57,-1,65,79,-1,-1,46,-1,28,58,41,1,19,8,-1,49,-1,-1,34,34,28,-1,63,59,60,44,-1,-1,-1,-1,89,55,52,52,-1,45,47,-1,100,-1,89,93,-1,74,51,65,-1,-1,-1,-1,61,60,54,53,-1,-1,29,6,73,67,-1,-1,55,52,43,53,-1,49,-1,-1,-1,29,24,17,-1,29,52,69,-1,66,92,63,40,44,-1,-1,-1,29,6,-1,-1,-1,27,0,-1,-1,77,-1,-1,-1,-1,-1,-1,19,19,13,-1,-1,-1,18
Hilton Garden Inn New York Long Island City,13,16,17,-1,-1,71,74,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,57,64,63,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,37,38,-1,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,9,-1,-1,20,-1,18,19,30,-1,10,12,13,-1,34,-1,33,0,0,-1,-1,-1,-1,44,-1,-1,-1,-1,-1,77,-1,-1,94,-1,-1,-1,-1,-1,25,23,21,42,29,26,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,90,100,-1,60,-1,-1,16,17,12,9,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,12,12,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1
Hilton Garden Inn New York Manhattan-Chelsea,-1,20,18,33,-1,47,46,47,36,33,34,35,18,17,15,16,-1,-1,-1,-1,-1,44,46,47,-1,-1,-1,-1,-1,31,-1,17,-1,-1,-1,-1,-1,38,42,-1,28,17,16,16,-1,-1,-1,-1,-1,69,38,-1,-1,54,51,-1,-1,-1,-1,-1,-1,16,-1,15,-1,-1,22,24,-1,16,-1,-1,-1,-1,-1,-1,-1,0,0,2,-1,-1,44,44,-1,28,-1,-1,81,73,80,-1,52,56,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,34,-1,-1,50,45,49,51,60,35,40,-1,-1,-1,-1,-1,42,38,37,38,63,57,-1,-1,100,-1,90,69,-1,-1,-1,-1,25,7,8,-1,-1,-1,8,12,-1,-1,-1,-1,-1,-1,49,53,-1,-1,-1,-1,-1,-1,32,19
Hilton Garden Inn New York Manhattan-Midtown East,33,27,-1,26,-1,-1,81,81,46,-1,59,-1,14,20,18,-1,62,-1,-1,60,65,57,-1,95,-1,-1,-1,-1,22,31,-1,-1,-1,-1,-1,-1,-1,-1,67,67,-1,-1,42,34,62,60,61,54,-1,-1,-1,-1,-1,67,-1,-1,-1,-1,26,-1,5,5,6,20,-1,-1,-1,-1,44,-1,-1,-1,-1,76,68,-1,-1,16,16,16,67,59,80,-1,74,-1,-1,72,80,80,85,-1,-1,78,90,-1,-1,-1,53,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,100,66,-1,74,82,-1,-1,-1,-1,36,-1,-1,65,64,-1,-1,96,-1,-1,44,-1,65,-1,30,18,16,-1,-1,19,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,17,17,-1,-1,-1,-1
Hilton Garden Inn New York Midtown Park Ave,25,32,-1,-1,75,58,60,58,40,45,35,41,21,18,23,18,47,51,60,49,53,60,55,57,36,32,29,27,17,19,23,27,-1,-1,-1,-1,-1,-1,44,78,-1,-1,-1,-1,-1,38,34,34,-1,43,45,30,44,43,51,-1,29,25,-1,23,11,17,11,18,-1,-1,-1,-1,26,29,35,23,-1,47,39,45,-1,19,9,0,-1,-1,-1,-1,47,36,42,49,76,78,91,100,60,58,60,-1,50,39,-1,-1,47,42,36,45,12,14,24,30,55,-1,47,-1,49,45,45,49,-1,-1,-1,-1,-1,35,27,25,56,51,55,45,-1,-1,71,68,35,38,38,47,27,15,17,21,-1,8,11,6,-1,62,66,-1,-1,-1,-1,-1,-1,17,15,9,-1,33,12,-1
Hilton Garden Inn New York West 35th Street,10,14,18,-1,51,49,49,46,-1,35,27,-1,30,11,11,8,37,-1,-1,32,49,45,43,42,37,36,24,30,19,11,18,9,-1,24,20,17,34,32,34,-1,-1,-1,-1,19,45,38,45,43,44,36,34,26,42,40,47,47,13,22,23,21,2,10,14,9,-1,-1,-1,-1,32,34,17,11,-1,44,38,43,-1,-1,-1,-1,55,58,57,55,49,54,44,44,49,52,57,61,50,39,42,43,43,34,34,-1,-1,51,43,45,-1,6,26,30,49,46,36,44,35,32,24,39,65,60,49,51,-1,26,16,10,59,57,51,46,100,67,65,61,-1,-1,35,-1,11,19,15,19,14,3,0,1,53,56,62,-1,65,56,55,61,13,16,13,12,-1,16,9,29
Hilton Garden Inn New York-Times Square Central,32,-1,37,33,74,71,-1,59,43,41,-1,-1,3,5,20,25,59,64,64,60,78,65,88,63,46,-1,27,42,26,25,29,26,45,39,-1,28,59,62,60,57,44,5,29,31,-1,67,-1,-1,51,46,43,59,-1,57,68,61,20,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,-1,-1,73,81,-1,75,-1,-1,-1,-1,-1,71,80,76,-1,61,76,-1,-1,-1,91,94,72,76,42,40,-1,-1,-1,-1,81,-1,-1,70,-1,13,19,-1,83,66,66,-1,71,57,47,63,73,80,65,70,100,55,32,17,93,43,71,76,-1,-1,-1,66,61,40,-1,-1,-1,13,13,4,-1,-1,1,0,-1,65,77,-1,61,-1,-1,-1,-1,-1,-1,3,15,21,26,26
Hilton Garden Inn Times Square,37,36,32,32,82,76,66,77,37,40,-1,33,22,32,26,25,65,71,65,65,-1,68,78,58,27,30,27,-1,39,46,49,39,37,43,31,36,64,66,49,68,-1,21,21,19,61,49,53,43,-1,59,53,66,88,81,75,72,25,36,-1,26,-1,25,23,16,50,49,52,-1,45,21,41,40,69,62,60,76,-1,30,0,6,57,69,80,74,64,59,64,59,83,88,100,96,78,79,69,78,67,47,36,50,60,61,65,50,-1,22,29,31,83,81,71,79,49,46,36,35,59,65,56,73,44,33,22,18,52,49,42,36,75,86,96,83,-1,-1,-1,-1,15,-1,25,14,22,26,23,-1,72,72,72,-1,79,80,74,-1,41,36,33,38,-1,-1,-1,43
Hilton Garden Inn Tribeca,-1,50,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,71,-1,53,-1,62,-1,-1,-1,-1,-1,-1,52,58,-1,-1,-1,-1,-1,46,47,-1,65,-1,-1,-1,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,59,-1,86,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,91,93,34,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,-1
Hilton Manhattan East,24,26,31,49,-1,55,62,66,38,41,40,46,-1,10,7,12,48,52,-1,-1,56,67,-1,92,42,35,27,39,-1,23,17,7,-1,-1,37,23,-1,-1,-1,48,23,28,22,-1,38,47,46,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,37,38,-1,47,47,44,-1,72,65,57,47,-1,3,0,-1,-1,80,86,91,56,-1,-1,-1,-1,87,100,80,-1,77,69,51,56,-1,-1,-1,-1,78,-1,-1,-1,-1,16,13,50,40,35,35,-1,69,62,83,66,69,66,58,-1,-1,-1,-1,59,48,62,58,56,94,68,88,55,44,-1,-1,32,29,20,21,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,10,13,-1,-1,-1,-1
Hilton New York Fashion District,23,29,34,-1,44,-1,43,54,34,31,34,37,-1,-1,-1,-1,37,42,70,-1,-1,53,81,82,48,47,35,33,-1,17,19,-1,44,36,28,27,-1,-1,-1,-1,-1,-1,23,14,58,60,54,-1,-1,-1,53,45,45,49,-1,-1,24,19,53,38,-1,2,0,3,42,-1,-1,37,48,42,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,82,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,30,-1,100,-1,54,-1,-1,-1,49,45,-1,-1,45,33,42,35,-1,37,-1,57,-1,-1,-1,-1,-1,67,-1,52,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,19,31,33
Hilton New York JFK Airport,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,35,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,22,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,18,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hilton Newark Airport,35,52,68,-1,32,45,58,-1,35,52,68,-1,1,42,31,-1,39,55,71,-1,39,58,77,-1,-1,-1,-1,-1,23,42,42,-1,-1,-1,-1,-1,-1,-1,58,39,-1,-1,52,39,-1,-1,52,35,-1,-1,39,16,10,32,55,-1,13,39,55,77,23,42,42,-1,-1,52,68,84,-1,68,58,-1,100,-1,-1,-1,-1,-1,-1,-1,71,100,-1,-1,-1,68,52,-1,35,52,55,-1,-1,-1,52,-1,-1,-1,45,-1,-1,-1,-1,-1,39,26,-1,16,77,68,45,-1,84,68,-1,-1,-1,-1,-1,-1,39,-1,45,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,-1,-1,55,-1,52,-1,-1,-1,42,23,-1,58,74,90,-1,71,81,-1,-1,-1,42,23,0,13,26,39
Hilton Times Square,38,24,41,36,50,54,67,49,35,36,48,47,35,31,44,-1,-1,61,77,62,83,87,94,62,42,51,28,47,33,39,47,-1,48,41,46,33,-1,67,46,63,37,39,21,42,84,-1,42,74,35,76,48,55,-1,-1,67,62,43,24,30,27,14,15,35,30,46,48,47,-1,48,25,26,40,49,-1,53,72,4,17,8,-1,75,79,100,81,55,71,51,-1,-1,68,75,89,63,59,57,55,71,50,34,30,74,68,65,66,-1,16,13,27,62,63,74,68,57,54,40,-1,-1,62,62,-1,-1,29,40,24,67,63,57,77,89,85,83,82,43,51,43,47,-1,-1,19,24,31,2,0,44,-1,87,71,71,-1,50,56,67,33,23,-1,33,-1,-1,13,20
Holiday Inn New York JFK Airport Area,-1,-1,-1,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,69,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,15,2,-1,63,-1,-1,0,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,2,-1,-1,-1,71,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,89,-1,-1,73,83,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1
Home2 Suites by Hilton NY Long Island City Manhattan View,21,-1,22,22,37,37,50,40,19,24,27,29,-1,-1,-1,-1,19,29,35,33,44,50,56,56,-1,-1,-1,-1,12,14,-1,-1,21,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,56,56,-1,69,-1,69,65,0,5,6,12,-1,21,27,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,42,-1,-1,100,-1,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,8,-1,-1,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,13,-1,-1,-1,42,40,-1,76,-1,89,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,8,5,-1,-1,31,40,-1,-1,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Homewood Suites by Hilton NY Midtown Manhattan Times Square,22,17,22,45,60,70,64,57,6,13,21,51,-1,-1,-1,-1,77,73,73,58,-1,-1,-1,65,40,69,67,-1,23,27,32,34,-1,3,64,50,66,55,72,-1,-1,29,-1,-1,-1,64,-1,-1,-1,68,32,45,70,68,77,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,45,-1,34,32,14,32,-1,55,55,-1,-1,-1,18,3,79,-1,100,-1,66,81,-1,-1,73,-1,68,68,-1,74,67,45,-1,-1,-1,-1,-1,43,45,66,43,-1,53,-1,77,-1,47,-1,80,51,48,43,70,77,59,71,-1,-1,-1,-1,79,60,-1,-1,-1,-1,-1,-1,71,69,81,-1,48,19,17,45,34,20,5,0,-1,78,73,-1,-1,64,58,-1,44,37,34,23,-1,-1,-1,37
Hotel 48LEX New York,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,80,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,38,-1,-1,-1,-1,-1,-1,-1,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,-1,-1,-1,53,58,-1,-1,99,-1,-1,98,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1
Howard Johnson Bronx Near Stadium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,49,57,-1,-1,43,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,25,-1,7,-1,-1,-1,28,38,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,87,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,53,62,-1,-1,-1,-1,-1,-1,36,45,7,-1,74,87,-1,-1,75,-1,-1,-1,-1,-1,-1,0,9,18,-1,-1,9,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Howard Johnson Flushing,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,4,15,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,22,32,55,-1,-1,-1,-1,-1,-1,-1,-1,4,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Howard Johnson Inn Jamaica JFK Airport NYC,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,-1,51,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,0,6,-1,-1,99,-1,-1,-1,-1,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,-1,-1,-1,16,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,33,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
